1,1,208.54,251.12,94.65,39.49000000000001,1,1,1.0
1,2,121.7,333.9,135.0,58.94,1,1,1.0
1,3,733.67,266.78,71.83000000000004,38.28000000000003,1,1,1.0
2,1,208.54,251.12,94.65,40.18000000000001,1,1,1.0
2,2,98.08,337.5,138.01999999999998,59.45999999999998,1,1,1.0
2,3,720.2,268.6,72.33999999999992,38.5,1,1,1.0
3,1,209.12,251.56,94.07,40.29000000000002,1,1,1.0
3,2,73.9,340.7,140.87,59.900000000000034,1,1,1.0
3,3,706.2,270.9,75.69999999999993,38.28000000000003,1,1,1.0
4,1,209.7,252.0,93.49000000000001,40.39999999999998,1,1,1.0
4,2,47.89,344.9,143.70999999999998,62.200000000000045,1,1,1.0
4,3,692.7,273.02,75.89999999999998,38.28000000000003,1,1,1.0
5,1,208.4,251.3,94.78999999999999,40.39999999999998,1,1,1.0
5,2,22.99,347.3,146.91,62.75999999999999,1,1,1.0
5,3,677.95,274.2,77.44999999999993,39.50999999999999,1,1,1.0
6,1,208.62,251.48,94.57,40.37000000000003,1,1,1.0
6,2,0.0,352.2,147.56,64.19999999999999,1,1,1.0
6,3,664.77,275.0,77.73000000000002,41.629999999999995,1,1,1.0
7,1,208.83,251.67,94.35999999999999,40.33000000000001,1,1,1.0
7,2,0.0,355.6,122.9,66.09999999999997,1,1,1.0
7,3,650.2,277.9,78.79999999999995,41.34000000000003,1,1,1.0
8,1,209.05,251.85,94.13999999999999,40.29999999999998,1,1,1.0
8,2,0.0,359.0,102.4,68.0,1,1,1.0
8,3,634.94,278.4,81.65999999999997,43.07000000000005,1,1,1.0
9,1,209.27,252.03,93.91999999999999,40.27000000000001,1,1,1.0
9,2,0.0,362.8,77.87,58.0,1,1,1.0
9,3,620.9,280.8,82.55000000000007,43.610000000000014,1,1,1.0
10,1,209.48,252.22,93.71000000000001,40.22999999999999,1,1,1.0
10,2,0.0,367.8,52.5,56.39999999999998,1,1,1.0
10,3,604.4,282.6,84.39999999999998,44.549999999999955,1,1,1.0
11,1,209.7,252.4,93.49000000000001,40.20000000000002,1,1,1.0
11,2,0.0,375.4,29.0,52.5,1,1,1.0
11,3,589.7,284.1,85.5,43.56,1,1,1.0
12,1,208.1,252.2,95.09,40.400000000000034,1,1,1.0
12,3,574.64,285.8,85.46000000000004,45.46999999999997,1,1,1.0
13,1,207.65,252.5,95.53999999999999,40.10000000000002,1,1,1.0
13,3,559.54,287.7,86.96000000000004,44.420000000000016,1,1,1.0
14,1,207.2,252.4,95.99000000000001,40.20000000000002,1,1,1.0
14,3,542.99,291.1,88.11000000000001,47.23999999999995,1,1,1.0
15,1,207.27,252.63,95.62999999999997,39.97000000000003,1,1,1.0
15,3,527.94,291.86,89.75999999999999,47.74000000000001,1,1,1.0
16,1,207.33,252.87,95.27000000000001,39.73000000000002,1,1,1.0
16,3,509.5,295.0,92.0,48.620000000000005,1,1,1.0
